DATE,SPASTT01USM657N
2020-04-01,1.3399066950584
2020-05-01,3.7832203601893
2020-06-01,7.10863419870633
2020-07-01,1.70379872548208
2020-08-01,4.81663488994513
2020-09-01,-0.739784391939001
2020-10-01,1.44100851824999
2020-11-01,5.57899046472053
2020-12-01,4.94832878244924
2021-01-01,3.15143797535299
2021-02-01,2.52614209996229
2021-03-01,1.84198717484764
2021-04-01,3.67064408610556
2021-05-01,2.1429782206058
2021-06-01,1.11474945745117
2021-07-01,-0.278888356561949
2021-08-01,1.1776686481044
2021-09-01,-0.949385067593226
2021-10-01,1.11727627304893
2021-11-01,1.96917179425171
2021-12-01,-1.62846421946146
2022-01-01,0.484364266691419
2022-02-01,-1.78801721017657
2022-03-01,-1.49268225597869
2022-04-01,0.417232804760888
2022-05-01,-5.97394440701118
2022-06-01,-3.24665933845012
2022-07-01,-1.60464152951696
2022-08-01,4.89590471817776
2022-09-01,-6.29956236082276
2022-10-01,-2.33517159453275
2022-11-01,7.66267184044917
2022-12-01,0.775606653330124
2023-01-01,2.67126342957234
2023-02-01,0.830645526051077
2023-03-01,-4.79270044769273
2023-04-01,2.86358170684122
2023-05-01,-1.78597694564654
2023-06-01,2.28016174546371
2023-07-01,3.37209115634465
2023-08-01,-0.71551404934855
