DATE,USALORSGPNOSTSAM
2021-04-01,99.2841694033432
2021-05-01,99.4541573056759
2021-06-01,99.6381890211294
2021-07-01,99.8266899688885
2021-08-01,100.014196030831
2021-09-01,100.18955800405
2021-10-01,100.326116587681
2021-11-01,100.394053198278
2021-12-01,100.375585518196
2022-01-01,100.284923263449
2022-02-01,100.151473379839
2022-03-01,100.008121862747
2022-04-01,99.8827237406359
2022-05-01,99.7959360374468
2022-06-01,99.7578496623034
2022-07-01,99.7618507511569
2022-08-01,99.794134971408
2022-09-01,99.840098616332
2022-10-01,99.8886733932253
2022-11-01,99.9324697769032
2022-12-01,99.9677200307261
2023-01-01,99.9945403928104
2023-02-01,100.014995572823
2023-03-01,100.031745877562
2023-04-01,100.047132582639
2023-05-01,100.06285799584
